Title,Date Of Issue,Link,Code,PDF Link,PDF Filename,S3 URL,Extraction Timestamp,Update Timestamp,Verification Timestamp
Agency Commission- Furnishing reconciliation certificate,"Jul 31, 2019",https://website.rbi.org.in/web/rbi/-/notifications/agency-commission-furnishing-reconciliation-certificate-11637,RBI/2019-20/21 DGBA.GBD.No.5/31.02.007/2019-20,https://website.rbi.org.in/documents/87730/39710850/NOTI21ebdd0899bee445209d7779b4e296b43d.pdf,RBI_2019-20_21_DGBA_GBD_No_5_31_02_007_2019-20_20250107233453.pdf,https://rbi-docs-storage.s3.amazonaws.com/NotificationsRBI_2019-20_21_DGBA_GBD_No_5_31_02_007_2019-20_20250107233453.pdf,2025-01-07 23:34:53,2025-01-07 23:34:53,2025-01-07 23:34:53
External Commercial Borrowings (ECB) Policy - Rationalisation of End-use Provisions,"Jul 30, 2019",https://website.rbi.org.in/web/rbi/-/notifications/external-commercial-borrowings-ecb-policy-rationalisation-of-end-use-provisions-11636,"RBI/2019-20/20 A.P. (DIR Series) Circular No. 04 July 30, 2019 To All Category-I Authorised Dealer Banks Madam / Sir, External Commercial Borrowings (ECB) Policy – Rationalisation of End-use Provisions Attention of Authorized Dealer Category-I (AD Category-I) banks is invited to paragraphs 2.1.(v) and 2.1.(viii) of Master Direction No.5 dated",https://website.rbi.org.in/documents/87730/39710850/NT20f2121527f10b4cb7b93f63ae8b5c4760.pdf,RBI_2019-20_20_A_P_DIR_Series_Circular_No_04_July_30_2019_To_All_Category-I_Authorised_Dealer_Banks__20250107233501.pdf,https://rbi-docs-storage.s3.amazonaws.com/NotificationsRBI_2019-20_20_A_P_DIR_Series_Circular_No_04_July_30_2019_To_All_Category-I_Authorised_Dealer_Banks__20250107233501.pdf,2025-01-07 23:35:01,2025-01-07 23:35:01,2025-01-07 23:35:01
Auction for Sale (Re-issue) of Government Stock (GS),"Jul 29, 2019",https://website.rbi.org.in/web/rbi/-/notifications/auction-for-sale-re-issue-of-government-stock-gs-11635,,https://website.rbi.org.in/documents/87730/39710850/MER29041f5ba98e98142bb914be21a97c328da.pdf,_20250107233502.pdf,https://rbi-docs-storage.s3.amazonaws.com/Notifications_20250107233502.pdf,2025-01-07 23:35:02,2025-01-07 23:35:02,2025-01-07 23:35:02
Auction of Government of India Dated Securities,"Jul 29, 2019",https://website.rbi.org.in/web/rbi/-/notifications/auction-of-government-of-india-dated-securities-11634,RBI/2019-20/19 Ref.No.IDMD/273/08.02.032/2019-20,https://website.rbi.org.in/documents/87730/39710850/NT192ae42f2aad6fc4fb9aed9384436a65179.pdf,RBI_2019-20_19_Ref_No_IDMD_273_08_02_032_2019-20_20250107233508.pdf,https://rbi-docs-storage.s3.amazonaws.com/NotificationsRBI_2019-20_19_Ref_No_IDMD_273_08_02_032_2019-20_20250107233508.pdf,2025-01-07 23:35:08,2025-01-07 23:35:08,2025-01-07 23:35:08
Exim Bank's Government of India supported Line of Credit of USD 10 million (as first tranche out of USD 50 million) to the Government of Republic of Seychelles,"Jul 25, 2019",https://website.rbi.org.in/web/rbi/-/notifications/exim-bank-s-government-of-india-supported-line-of-credit-of-usd-10-million-as-first-tranche-out-of-usd-50-million-to-the-government-of-republic-of-seychelles-11633,"RBI/2019-20/18 A.P. (DIR Series) Circular No. 3 July 25, 2019 All Category – I Authorised Dealer Banks Madam/Sir Exim Bank's Government of India supported Line of Credit of USD 10 million (as first tranche out of USD 50 million) to the Government of Republic of Seychelles Export-Import Bank of India (Exim Bank) has entered into an agreement dated",https://website.rbi.org.in/documents/87730/39710850/CIR189c7f74076d76486289d041b4246b89fb.pdf,RBI_2019-20_18_A_P_DIR_Series_Circular_No_3_July_25_2019_All_Category_I_Authorised_Dealer_Banks_Mada_20250107233509.pdf,https://rbi-docs-storage.s3.amazonaws.com/NotificationsRBI_2019-20_18_A_P_DIR_Series_Circular_No_3_July_25_2019_All_Category_I_Authorised_Dealer_Banks_Mada_20250107233509.pdf,2025-01-07 23:35:09,2025-01-07 23:35:09,2025-01-07 23:35:09
Auction for Sale (Re-issue) of Government Stock (GS),"Jul 22, 2019",https://website.rbi.org.in/web/rbi/-/notifications/auction-for-sale-re-issue-of-government-stock-gs-11632,,https://website.rbi.org.in/documents/87730/39710850/ASGSNOTI220720193907d3d108ea48d986e074b891e7dcfd.pdf,_20250107233511.pdf,https://rbi-docs-storage.s3.amazonaws.com/Notifications_20250107233511.pdf,2025-01-07 23:35:11,2025-01-07 23:35:11,2025-01-07 23:35:11
Auction of Government of India Dated Securities,"Jul 22, 2019",https://website.rbi.org.in/web/rbi/-/notifications/auction-of-government-of-india-dated-securities-11631,RBI/2019-20/17 Ref.No.IDMD/198/08.02.032/2019-20,https://website.rbi.org.in/documents/87730/39710850/NT178c34dd9a15544922a2b967bebca129f0.pdf,RBI_2019-20_17_Ref_No_IDMD_198_08_02_032_2019-20_20250107233518.pdf,https://rbi-docs-storage.s3.amazonaws.com/NotificationsRBI_2019-20_17_Ref_No_IDMD_198_08_02_032_2019-20_20250107233518.pdf,2025-01-07 23:35:18,2025-01-07 23:35:18,2025-01-07 23:35:18
"Foreign Exchange Management (Deposit)(Amendment) Regulations, 2019","Jul 16, 2019",https://website.rbi.org.in/web/rbi/-/notifications/foreign-exchange-management-deposit-amendment-regulations-2019-11676,"RESERVE BANK OF INDIA FOREIGN EXCHANGE DEPARTMENT CENTRAL OFFICE MUMBAI 400 001 Notification No.FEMA 5 (R) 2/2019-RB July 16, 2019 Foreign Exchange Management (Deposit)(Amendment) Regulations, 2019 In exercise of the powers conferred by clause (f) of sub-section (3) of Section 6 and sub-section (2) of Section 47 of the Foreign Exchange Management Act, 1999 (42 of 1999) and in partial modification of its Notification No. FEMA 5(R)/2016-RB dated",https://website.rbi.org.in/documents/87730/39710850/FEMA5R2160720199da5c2d597914942ae4d8ef654748d12.pdf,RESERVE_BANK_OF_INDIA_FOREIGN_EXCHANGE_DEPARTMENT_CENTRAL_OFFICE_MUMBAI_400_001_Notification_No_FEMA_20250107233519.pdf,https://rbi-docs-storage.s3.amazonaws.com/NotificationsRESERVE_BANK_OF_INDIA_FOREIGN_EXCHANGE_DEPARTMENT_CENTRAL_OFFICE_MUMBAI_400_001_Notification_No_FEMA_20250107233519.pdf,2025-01-07 23:35:19,2025-01-07 23:35:19,2025-01-07 23:35:19
Auction of Government of India Dated Securities,"Jul 15, 2019",https://website.rbi.org.in/web/rbi/-/notifications/auction-of-government-of-india-dated-securities-11630,RBI/2019-20/16 Ref.No.IDMD/133/08.02.032/2019-20,https://website.rbi.org.in/documents/87730/39710850/NT16d774be5193e14c0889358e0bc9990a9d.pdf,RBI_2019-20_16_Ref_No_IDMD_133_08_02_032_2019-20_20250107233535.pdf,https://rbi-docs-storage.s3.amazonaws.com/NotificationsRBI_2019-20_16_Ref_No_IDMD_133_08_02_032_2019-20_20250107233535.pdf,2025-01-07 23:35:35,2025-01-07 23:35:35,2025-01-07 23:35:35
Auction for Sale (re-issue) of Government Stock (GS),"Jul 15, 2019",https://website.rbi.org.in/web/rbi/-/notifications/auction-for-sale-re-issue-of-government-stock-gs-11629,"Government of India Ministry of Finance Department of Economic Affairs Budget Division New Delhi, dated",https://website.rbi.org.in/documents/87730/39710850/MER150720195c04928978b94ff3babef88ab8b65d02.pdf,Government_of_India_Ministry_of_Finance_Department_of_Economic_Affairs_Budget_Division_New_Delhi_dat_20250107233537.pdf,https://rbi-docs-storage.s3.amazonaws.com/NotificationsGovernment_of_India_Ministry_of_Finance_Department_of_Economic_Affairs_Budget_Division_New_Delhi_dat_20250107233537.pdf,2025-01-07 23:35:37,2025-01-07 23:35:37,2025-01-07 23:35:37
Exim Bank's Government of India supported Line of Credit of USD 24.50 million to the Government of the Republic of Senegal,"Jul 11, 2019",https://website.rbi.org.in/web/rbi/-/notifications/exim-bank-s-government-of-india-supported-line-of-credit-of-usd-24.50-million-to-the-government-of-the-republic-of-senegal-11628,RBI/2019-20/15 A.P. (DIR Series) Circular No.2,https://website.rbi.org.in/documents/87730/39710850/NT156724c7c58c8645e6971a7567a3dab37f.pdf,RBI_2019-20_15_A_P_DIR_Series_Circular_No_2_20250107233538.pdf,https://rbi-docs-storage.s3.amazonaws.com/NotificationsRBI_2019-20_15_A_P_DIR_Series_Circular_No_2_20250107233538.pdf,2025-01-07 23:35:38,2025-01-07 23:35:38,2025-01-07 23:35:38
Exim Bank's Government of India supported Line of Credit of USD 100 million to the Government of Independent State of Papua New Guinea,"Jul 11, 2019",https://website.rbi.org.in/web/rbi/-/notifications/exim-bank-s-government-of-india-supported-line-of-credit-of-usd-100-million-to-the-government-of-independent-state-of-papua-new-guinea-11627,"RBI/2019-20/14 A.P. (DIR Series) Circular No.1 July 11, 2019 All Category – I Authorised Dealer Banks Madam/Sir Exim Bank's Government of India supported Line of Credit of USD 100 million to the Government of Independent State of Papua New Guinea Export-Import Bank of India (Exim Bank) has entered into an agreement dated",https://website.rbi.org.in/documents/87730/39710850/NT14b36e363a721740b7ad15cb79f27e52c6.pdf,RBI_2019-20_14_A_P_DIR_Series_Circular_No_1_July_11_2019_All_Category_I_Authorised_Dealer_Banks_Mada_20250107233540.pdf,https://rbi-docs-storage.s3.amazonaws.com/NotificationsRBI_2019-20_14_A_P_DIR_Series_Circular_No_1_July_11_2019_All_Category_I_Authorised_Dealer_Banks_Mada_20250107233540.pdf,2025-01-07 23:35:40,2025-01-07 23:35:40,2025-01-07 23:35:40
Auction for Sale (issue/re-issue) of Government Stock (GS),"Jul 08, 2019",https://website.rbi.org.in/web/rbi/-/notifications/auction-for-sale-issue-re-issue-of-government-stock-gs-11626,"Government of India Ministry of Finance Department of Economic Affairs Budget Division New Delhi, dated",https://website.rbi.org.in/documents/87730/39710850/ASGS08071942fd87381b2140488b4fb61e7697dd5f.pdf,Government_of_India_Ministry_of_Finance_Department_of_Economic_Affairs_Budget_Division_New_Delhi_dat_20250107233546.pdf,https://rbi-docs-storage.s3.amazonaws.com/NotificationsGovernment_of_India_Ministry_of_Finance_Department_of_Economic_Affairs_Budget_Division_New_Delhi_dat_20250107233546.pdf,2025-01-07 23:35:46,2025-01-07 23:35:46,2025-01-07 23:35:46
Auction of Government of India Dated Securities,"Jul 08, 2019",https://website.rbi.org.in/web/rbi/-/notifications/auction-of-government-of-india-dated-securities-11625,RBI/2019-20/13 Ref.No.IDMD/63/08.02.032/2019-20,https://website.rbi.org.in/documents/87730/39710850/NOTI1375b208c454e74a1c8a1296de83550945.pdf,RBI_2019-20_13_Ref_No_IDMD_63_08_02_032_2019-20_20250107233547.pdf,https://rbi-docs-storage.s3.amazonaws.com/NotificationsRBI_2019-20_13_Ref_No_IDMD_63_08_02_032_2019-20_20250107233547.pdf,2025-01-07 23:35:47,2025-01-07 23:35:47,2025-01-07 23:35:47
"Basel III Framework on Liquidity Standards - Liquidity Coverage Ratio (LCR), FALLCR against credit disbursed to NBFCs and HFCs","Jul 05, 2019",https://website.rbi.org.in/web/rbi/-/notifications/basel-iii-framework-on-liquidity-standards-liquidity-coverage-ratio-lcr-fallcr-against-credit-disbursed-to-nbfcs-and-hfcs-11624,"RBI/2019-20/12 DBR.BP.BC.No.2/21.04.098/2019-20 July 5, 2019 All Scheduled Commercial Banks (Excluding RRBs) &amp; Small FinanceBanks (SFBs) Dear Sir/Madam Basel III Framework on Liquidity Standards - Liquidity Coverage Ratio (LCR),FALLCR against credit disbursed to NBFCs and HFCs Please refer to our DBR.BP.BC.No.34/21.04.098/2018-19 dated",https://website.rbi.org.in/documents/87730/39710850/NT1220cee80f0d1a46e393c8f7e04e083f3c.pdf,RBI_2019-20_12_DBR_BP_BC_No_2_21_04_098_2019-20_July_5_2019_All_Scheduled_Commercial_Banks_Excluding_20250107233549.pdf,https://rbi-docs-storage.s3.amazonaws.com/NotificationsRBI_2019-20_12_DBR_BP_BC_No_2_21_04_098_2019-20_July_5_2019_All_Scheduled_Commercial_Banks_Excluding_20250107233549.pdf,2025-01-07 23:35:49,2025-01-07 23:35:49,2025-01-07 23:35:49
"Inclusion of “India Post Payments Bank Limited” in the Second Schedule of the Reserve Bank of India Act, 1934","Jul 04, 2019",https://website.rbi.org.in/web/rbi/-/notifications/inclusion-of-india-post-payments-bank-limited-in-the-second-schedule-of-the-reserve-bank-of-india-act-1934-11623,"RBI/2019-20/11 DBR.No.Ret.BC.01/12.06.162/2019-20 July 03, 2019 All Scheduled Commercial Banks Dear Sir/Madam Inclusion of “India Post Payments Bank Limited” in the Second Schedule of the Reserve Bank of India Act, 1934 We advise that the “India Post Payments Bank Limited” has been included in the Second Schedule to the Reserve Bank of India Act, 1934 vide Notification DBR.NBD.(PB-IPPB).No.9980/16.13.215/2018-19 dated",https://website.rbi.org.in/documents/87730/39710850/NT1188371bc966c44722a2b7c26a6800af1e.pdf,RBI_2019-20_11_DBR_No_Ret_BC_01_12_06_162_2019-20_July_03_2019_All_Scheduled_Commercial_Banks_Dear_S_20250107233551.pdf,https://rbi-docs-storage.s3.amazonaws.com/NotificationsRBI_2019-20_11_DBR_No_Ret_BC_01_12_06_162_2019-20_July_03_2019_All_Scheduled_Commercial_Banks_Dear_S_20250107233551.pdf,2025-01-07 23:35:51,2025-01-07 23:35:51,2025-01-07 23:35:51
Auction of Government of India Dated Securities,"Jul 01, 2019",https://website.rbi.org.in/web/rbi/-/notifications/auction-of-government-of-india-dated-securities-11616,RBI/2019-20/09Ref.No.IDMD/10/08.02.032/2019-20,https://website.rbi.org.in/documents/87730/39710850/NOTI090a3a5a8bf3304a37b5218e432657509e.pdf,RBI_2019-20_09Ref_No_IDMD_10_08_02_032_2019-20_20250107233555.pdf,https://rbi-docs-storage.s3.amazonaws.com/NotificationsRBI_2019-20_09Ref_No_IDMD_10_08_02_032_2019-20_20250107233555.pdf,2025-01-07 23:35:55,2025-01-07 23:35:55,2025-01-07 23:35:55
Auction for Sale (re-issue) of Government Stock (GS),"Jul 01, 2019",https://website.rbi.org.in/web/rbi/-/notifications/auction-for-sale-re-issue-of-government-stock-gs-11617,"Government of India Ministry of Finance Department of Economic Affairs Budget Division New Delhi, dated",https://website.rbi.org.in/documents/87730/39710850/MER0107201946a331e685874497a1dada151846a108.pdf,Government_of_India_Ministry_of_Finance_Department_of_Economic_Affairs_Budget_Division_New_Delhi_dat_20250107233556.pdf,https://rbi-docs-storage.s3.amazonaws.com/NotificationsGovernment_of_India_Ministry_of_Finance_Department_of_Economic_Affairs_Budget_Division_New_Delhi_dat_20250107233556.pdf,2025-01-07 23:35:56,2025-01-07 23:35:56,2025-01-07 23:35:56
Revision in Proforma and Reporting of Bank/Banking Outlet (BO) details under the Central Information System for Banking Infrastructure (CISBI),"Jun 28, 2019",https://website.rbi.org.in/web/rbi/-/notifications/revision-in-proforma-and-reporting-of-bank-banking-outlet-bo-details-under-the-central-information-system-for-banking-infrastructure-cisbi-11609,RBI/2018-19/228 DBR.No.BAPD.BC.50/22.01.001/2018-19,https://website.rbi.org.in/documents/87730/39710850/NOTI228c2abef85c0d54395baac577250fc403b.pdf,RBI_2018-19_228_DBR_No_BAPD_BC_50_22_01_001_2018-19_20250107233607.pdf,https://rbi-docs-storage.s3.amazonaws.com/NotificationsRBI_2018-19_228_DBR_No_BAPD_BC_50_22_01_001_2018-19_20250107233607.pdf,2025-01-07 23:36:07,2025-01-07 23:36:07,2025-01-07 23:36:07
Permission to acquire financial asset from other Asset Reconstruction Companies (ARCs),"Jun 28, 2019",https://website.rbi.org.in/web/rbi/-/notifications/permission-to-acquire-financial-asset-from-other-asset-reconstruction-companies-arcs-11608,"RBI/DNBR/2018-19/227 DNBR.PD (ARC) CC.No.07/26.03.001/2018-19 June 28, 2019 The Chairman/Managing Director/Chief Executive Officer All registered Asset Reconstruction Companies Dear Sir/Madam, Permission to acquire financial asset from other Asset Reconstruction Companies (ARCs) Please refer to Circular DNBS (PD) CC.No.35/SCRC/26.03.001/2013-2014 dated",https://website.rbi.org.in/documents/87730/39710850/NT2277bde2118d46b42e6aeb67877a80121b8.pdf,RBI_DNBR_2018-19_227_DNBR_PD_ARC_CC_No_07_26_03_001_2018-19_June_28_2019_The_Chairman_Managing_Direc_20250107233611.pdf,https://rbi-docs-storage.s3.amazonaws.com/NotificationsRBI_DNBR_2018-19_227_DNBR_PD_ARC_CC_No_07_26_03_001_2018-19_June_28_2019_The_Chairman_Managing_Direc_20250107233611.pdf,2025-01-07 23:36:11,2025-01-07 23:36:11,2025-01-07 23:36:11
Annual Return on Foreign Liabilities and Assets Reporting by Indian Companies,"Jun 28, 2019",https://website.rbi.org.in/web/rbi/-/notifications/annual-return-on-foreign-liabilities-and-assets-reporting-by-indian-companies-11607,RBI/2018-19/226 A.P. (DIR Series) Circular No. 37,https://website.rbi.org.in/documents/87730/39710850/NT226cbaa4706347e46429d5034b4671a6f60.pdf,RBI_2018-19_226_A_P_DIR_Series_Circular_No_37_20250107233612.pdf,https://rbi-docs-storage.s3.amazonaws.com/NotificationsRBI_2018-19_226_A_P_DIR_Series_Circular_No_37_20250107233612.pdf,2025-01-07 23:36:12,2025-01-07 23:36:12,2025-01-07 23:36:12
Basel III Capital Regulations- Implementation of Leverage Ratio,"Jun 28, 2019",https://website.rbi.org.in/web/rbi/-/notifications/basel-iii-capital-regulations-implementation-of-leverage-ratio-11606,RBI/2018-19/225 DBR.BP.BC.No.49/21.06.201/2018-19,https://website.rbi.org.in/documents/87730/39710850/NT225300d983ea7684ed7878e617bad4cf529.pdf,RBI_2018-19_225_DBR_BP_BC_No_49_21_06_201_2018-19_20250107233618.pdf,https://rbi-docs-storage.s3.amazonaws.com/NotificationsRBI_2018-19_225_DBR_BP_BC_No_49_21_06_201_2018-19_20250107233618.pdf,2025-01-07 23:36:18,2025-01-07 23:36:18,2025-01-07 23:36:18
Gold Card Scheme for Exporters,"Jun 27, 2019",https://website.rbi.org.in/web/rbi/-/notifications/gold-card-scheme-for-exporters-11605,RBI/2018-19/224 DBR.Dir.BC.No.48/04.02.002/2018-19,https://website.rbi.org.in/documents/87730/39710850/NT2244671863ba99c4cfc8ab6953e2a27f64f.pdf,RBI_2018-19_224_DBR_Dir_BC_No_48_04_02_002_2018-19_20250107233620.pdf,https://rbi-docs-storage.s3.amazonaws.com/NotificationsRBI_2018-19_224_DBR_Dir_BC_No_48_04_02_002_2018-19_20250107233620.pdf,2025-01-07 23:36:20,2025-01-07 23:36:20,2025-01-07 23:36:20
Acceptance of coins,"Jun 26, 2019",https://website.rbi.org.in/web/rbi/-/notifications/acceptance-of-coins-11603,"RBI/2018-19/223 DCM (NE) No.3057/08.07.18/2018-19 June 26, 2019 The Chairman and Managing Director /The Managing Director/The Chief Executive OfficerAll Banks Madam / Dear Sir, Acceptance of coins We invite a reference to our circular DCM (RMMT) No.2945/11.37.01/2017-18 dated February 15, 2018 on the captioned subject and Paragraph 1 (d) of our Master Circular DCM (NE) No.G-2/08.07.18/2018-19 dated July 02, 2018 (updated as on",https://website.rbi.org.in/documents/87730/39710850/NT223ce3603668555475691e937f6c6182e98.pdf,RBI_2018-19_223_DCM_NE_No_3057_08_07_18_2018-19_June_26_2019_The_Chairman_and_Managing_Director_The__20250107233628.pdf,https://rbi-docs-storage.s3.amazonaws.com/NotificationsRBI_2018-19_223_DCM_NE_No_3057_08_07_18_2018-19_June_26_2019_The_Chairman_and_Managing_Director_The__20250107233628.pdf,2025-01-07 23:36:28,2025-01-07 23:36:28,2025-01-07 23:36:28
"Rupee Interest Rate Derivatives (Reserve Bank) Directions, 2019 (
)","Jun 26, 2019",https://website.rbi.org.in/web/rbi/-/notifications/rupee-interest-rate-derivatives-reserve-bank-directions-2019-updated-as-on-august-08-2022-lt-span-gt-11602,"RBI/2018-19/222 FMRD.DIRD.19/14.03.046/2018-19 June 26, 2019(Updated as on August 08, 2022) (Updated as on",https://website.rbi.org.in/documents/87730/39710850/NOTI2224cbe27435e9f48f89e23ba7ed7a44371.pdf,RBI_2018-19_222_FMRD_DIRD_19_14_03_046_2018-19_June_26_2019_Updated_as_on_August_08_2022_Updated_as__20250107233630.pdf,https://rbi-docs-storage.s3.amazonaws.com/NotificationsRBI_2018-19_222_FMRD_DIRD_19_14_03_046_2018-19_June_26_2019_Updated_as_on_August_08_2022_Updated_as__20250107233630.pdf,2025-01-07 23:36:30,2025-01-07 23:36:30,2025-01-07 23:36:30
"Financial Benchmark Administrators (Reserve Bank) Directions, 2019","Jun 26, 2019",https://website.rbi.org.in/web/rbi/-/notifications/financial-benchmark-administrators-reserve-bank-directions-2019-11601,RBI/2018-19/221 FMRD.FMSD.17/03.07.035/2018-19,https://website.rbi.org.in/documents/87730/39710850/NT221d5c22deedae44d93af7fd6394077898f.pdf,RBI_2018-19_221_FMRD_FMSD_17_03_07_035_2018-19_20250107233633.pdf,https://rbi-docs-storage.s3.amazonaws.com/NotificationsRBI_2018-19_221_FMRD_FMSD_17_03_07_035_2018-19_20250107233633.pdf,2025-01-07 23:36:33,2025-01-07 23:36:33,2025-01-07 23:36:33
Auction for Sale (re-issue) of Government Stock (GS),"Jun 24, 2019",https://website.rbi.org.in/web/rbi/-/notifications/auction-for-sale-re-issue-of-government-stock-gs-11600,"Government of India Ministry of Finance Department of Economic Affairs Budget Division New Delhi, dated",https://website.rbi.org.in/documents/87730/39710850/MSN240620197f00e3dcd5bb4d5389c8070c589a0f0d.pdf,Government_of_India_Ministry_of_Finance_Department_of_Economic_Affairs_Budget_Division_New_Delhi_dat_20250107233635.pdf,https://rbi-docs-storage.s3.amazonaws.com/NotificationsGovernment_of_India_Ministry_of_Finance_Department_of_Economic_Affairs_Budget_Division_New_Delhi_dat_20250107233635.pdf,2025-01-07 23:36:35,2025-01-07 23:36:35,2025-01-07 23:36:35
Auction of Government of India Dated Securities,"Jun 24, 2019",https://website.rbi.org.in/web/rbi/-/notifications/auction-of-government-of-india-dated-securities-11599,RBI/2018-19/220 Ref.No.IDMD/3717/08.02.032/2018-19,https://website.rbi.org.in/documents/87730/39710850/NOTI2208e8e443ced1547539a00a8a9088845fc.pdf,RBI_2018-19_220_Ref_No_IDMD_3717_08_02_032_2018-19_20250107233643.pdf,https://rbi-docs-storage.s3.amazonaws.com/NotificationsRBI_2018-19_220_Ref_No_IDMD_3717_08_02_032_2018-19_20250107233643.pdf,2025-01-07 23:36:43,2025-01-07 23:36:43,2025-01-07 23:36:43
Rationalisation and Revision of Agency Commission Payable to Banks on Government Transactions,"Jun 20, 2019",https://website.rbi.org.in/web/rbi/-/notifications/rationalisation-and-revision-of-agency-commission-payable-to-banks-on-government-transactions-11598,"RBI/2018-19/219 DGBA.GBD.No.3144/31.02.007/2018-19 June 20, 2019 All agency banks Sir/Madam Rationalisation and Revision of Agency Commission Payable to Banks on Government Transactions A reference is invited to our circular DGBA.GAD.No.7575/31.12.011/2011-12 dated",https://website.rbi.org.in/documents/87730/39710850/NOTI219adc2355f4d76426bb6b80698ec544526.pdf,RBI_2018-19_219_DGBA_GBD_No_3144_31_02_007_2018-19_June_20_2019_All_agency_banks_Sir_Madam_Rationali_20250107233655.pdf,https://rbi-docs-storage.s3.amazonaws.com/NotificationsRBI_2018-19_219_DGBA_GBD_No_3144_31_02_007_2018-19_June_20_2019_All_agency_banks_Sir_Madam_Rationali_20250107233655.pdf,2025-01-07 23:36:55,2025-01-07 23:36:55,2025-01-07 23:36:55
Rollout of the foreign exchange trading platform for retail participants - FX-Retail,"Jun 20, 2019",https://website.rbi.org.in/web/rbi/-/notifications/rollout-of-the-foreign-exchange-trading-platform-for-retail-participants-fx-retail-11597,RBI/2018-19/217FMRD.FMD.16/02.03.225/2018-19,https://website.rbi.org.in/documents/87730/39710850/217FXPlRP8e60a698ffca4c3a8a4d1e4642825594.pdf,RBI_2018-19_217FMRD_FMD_16_02_03_225_2018-19_20250107233657.pdf,https://rbi-docs-storage.s3.amazonaws.com/NotificationsRBI_2018-19_217FMRD_FMD_16_02_03_225_2018-19_20250107233657.pdf,2025-01-07 23:36:57,2025-01-07 23:36:57,2025-01-07 23:36:57
Formation of new district in the States of Telangana and Madhya Pradesh - Assignment of Lead Bank Responsibility,"Jun 20, 2019",https://website.rbi.org.in/web/rbi/-/notifications/formation-of-new-district-in-the-states-of-telangana-and-madhya-pradesh-assignment-of-lead-bank-responsibility-11595,"RBI/2018-19/218 FIDD.CO.LBS.BC.No.19/02.08.001/2018-19 June 20, 2019 The Chairmen / Managing Directors &amp; Chief Executive OfficersAll Lead Banks Madam/ Dear Sir, Formation of new district in the States of Telangana and Madhya Pradesh – Assignment of Lead Bank Responsibility The Government of Telangana vide Gazette Notification G.O.MS.No.18 and 19 dated",https://website.rbi.org.in/documents/87730/39710850/NT216d413c8c141874abcabecd110da4a98d0.pdf,RBI_2018-19_218_FIDD_CO_LBS_BC_No_19_02_08_001_2018-19_June_20_2019_The_Chairmen_Managing_Directors__20250107233658.pdf,https://rbi-docs-storage.s3.amazonaws.com/NotificationsRBI_2018-19_218_FIDD_CO_LBS_BC_No_19_02_08_001_2018-19_June_20_2019_The_Chairmen_Managing_Directors__20250107233658.pdf,2025-01-07 23:36:58,2025-01-07 23:36:58,2025-01-07 23:36:58
Discontinuation of the requirement of Paper to Follow (P2F) for State Government Cheques,"Jun 20, 2019",https://website.rbi.org.in/web/rbi/-/notifications/discontinuation-of-the-requirement-of-paper-to-follow-p2f-for-state-government-cheques-11596,RBI/2018-19/216 DGBA.GBD.No.3136/42.01.035/2018-2019,https://website.rbi.org.in/documents/87730/39710850/CIRCULAR217197073f37a1545cabbfb9e60471555ab.pdf,RBI_2018-19_216_DGBA_GBD_No_3136_42_01_035_2018-2019_20250107233701.pdf,https://rbi-docs-storage.s3.amazonaws.com/NotificationsRBI_2018-19_216_DGBA_GBD_No_3136_42_01_035_2018-2019_20250107233701.pdf,2025-01-07 23:37:01,2025-01-07 23:37:01,2025-01-07 23:37:01
Auction for Sale (re-issue) of Government Stock (GS),"Jun 17, 2019",https://website.rbi.org.in/web/rbi/-/notifications/auction-for-sale-re-issue-of-government-stock-gs-11594,"Government of India Ministry of Finance Department of Economic Affairs Budget Division New Delhi, dated",https://website.rbi.org.in/documents/87730/39710850/MSN17062019b0e4c9337b544d5585516cf3e4e5b079.pdf,Government_of_India_Ministry_of_Finance_Department_of_Economic_Affairs_Budget_Division_New_Delhi_dat_20250107233703.pdf,https://rbi-docs-storage.s3.amazonaws.com/NotificationsGovernment_of_India_Ministry_of_Finance_Department_of_Economic_Affairs_Budget_Division_New_Delhi_dat_20250107233703.pdf,2025-01-07 23:37:03,2025-01-07 23:37:03,2025-01-07 23:37:03
Auction of Government of India Dated Securities,"Jun 17, 2019",https://website.rbi.org.in/web/rbi/-/notifications/auction-of-government-of-india-dated-securities-11593,RBI/2018-19/215 Ref.No.IDMD/3633/08.02.032/2018-19,https://website.rbi.org.in/documents/87730/39710850/NT2157b808b7a178d42d1bb2661073e54f096.pdf,RBI_2018-19_215_Ref_No_IDMD_3633_08_02_032_2018-19_20250107233705.pdf,https://rbi-docs-storage.s3.amazonaws.com/NotificationsRBI_2018-19_215_Ref_No_IDMD_3633_08_02_032_2018-19_20250107233705.pdf,2025-01-07 23:37:05,2025-01-07 23:37:05,2025-01-07 23:37:05
Security Measures for ATMs,"Jun 14, 2019",https://website.rbi.org.in/web/rbi/-/notifications/security-measures-for-atms-11592,RBI/2018-19/214 DCM (Plg.)No.2968/10.25.007/2018-19,https://website.rbi.org.in/documents/87730/39710850/NT214a328d899280545e194ea76a6a88c1bae.pdf,RBI_2018-19_214_DCM_Plg_No_2968_10_25_007_2018-19_20250107233706.pdf,https://rbi-docs-storage.s3.amazonaws.com/NotificationsRBI_2018-19_214_DCM_Plg_No_2968_10_25_007_2018-19_20250107233706.pdf,2025-01-07 23:37:06,2025-01-07 23:37:06,2025-01-07 23:37:06
